id,composite_key,timestamp,date,route,airline,flight_number,departure_time,arrival_time,booking_window,cabin_class,fare_class,base_fare,taxes,fees,total_fare,currency,source,status,is_live_scraped,quality_score,is_usable
sel_obs_DEL_BOM_2026-08-23_AirIndiaExpress_2,DEL-BOM_2026-08-23_Air India Express_IX-743,2026-09-19T10:33:59.834736Z,2026-08-23,DEL-BOM,Air India Express,IX-743,14:30,16:45,T+3,Economy,Standard,3840.76,702.58,140.52,4683.85,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-23_AkasaAir_3,DEL-BOM_2026-08-23_Akasa Air_QP-733,2026-09-19T10:33:59.834736Z,2026-08-23,DEL-BOM,Akasa Air,QP-733,18:30,20:45,T+3,Economy,Standard,3972.5,726.68,145.34,4844.51,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-24_IndiGo_0,DEL-BOM_2026-08-24_IndiGo_6E-472,2026-09-19T10:34:04.571783Z,2026-08-24,DEL-BOM,IndiGo,6E-472,06:30,08:45,T+4,Economy,Standard,3671.2,671.56,134.31,4477.07,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-24_AirIndia_1,DEL-BOM_2026-08-24_Air India_AI-424,2026-09-19T10:34:04.571783Z,2026-08-24,DEL-BOM,Air India,AI-424,10:30,12:45,T+4,Economy,Standard,3858.18,705.76,141.15,4705.1,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-24_AirIndiaExpress_2,DEL-BOM_2026-08-24_Air India Express_IX-457,2026-09-19T10:34:04.571783Z,2026-08-24,DEL-BOM,Air India Express,IX-457,14:30,16:45,T+4,Economy,Standard,4017.79,734.96,146.99,4899.75,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-24_AkasaAir_3,DEL-BOM_2026-08-24_Akasa Air_QP-168,2026-09-19T10:34:04.571783Z,2026-08-24,DEL-BOM,Akasa Air,QP-168,18:30,20:45,T+4,Economy,Standard,4124.77,754.53,150.91,5030.21,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-25_IndiGo_0,DEL-BOM_2026-08-25_IndiGo_6E-248,2026-09-19T10:34:12.226482Z,2026-08-25,DEL-BOM,IndiGo,6E-248,06:30,08:45,T+5,Economy,Standard,3719.05,680.31,136.06,4535.43,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-25_AirIndia_1,DEL-BOM_2026-08-25_Air India_AI-850,2026-09-19T10:34:12.226482Z,2026-08-25,DEL-BOM,Air India,AI-850,10:30,12:45,T+5,Economy,Standard,4017.91,734.98,147.0,4899.89,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-25_AirIndiaExpress_2,DEL-BOM_2026-08-25_Air India Express_IX-786,2026-09-19T10:34:12.226482Z,2026-08-25,DEL-BOM,Air India Express,IX-786,14:30,16:45,T+5,Economy,Standard,4145.27,758.28,151.66,5055.21,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-25_AkasaAir_3,DEL-BOM_2026-08-25_Akasa Air_QP-125,2026-09-19T10:34:12.226482Z,2026-08-25,DEL-BOM,Akasa Air,QP-125,18:30,20:45,T+5,Economy,Standard,4239.92,775.6,155.12,5170.64,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-26_IndiGo_0,DEL-BOM_2026-08-26_IndiGo_6E-262,2026-09-19T10:34:17.924478Z,2026-08-26,DEL-BOM,IndiGo,6E-262,06:30,08:45,T+6,Economy,Standard,3930.87,719.06,143.81,4793.74,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-26_AirIndia_1,DEL-BOM_2026-08-26_Air India_AI-723,2026-09-19T10:34:17.924478Z,2026-08-26,DEL-BOM,Air India,AI-723,10:30,12:45,T+6,Economy,Standard,4074.75,745.38,149.08,4969.21,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-26_AirIndiaExpress_2,DEL-BOM_2026-08-26_Air India Express_IX-734,2026-09-19T10:34:17.924478Z,2026-08-26,DEL-BOM,Air India Express,IX-734,14:30,16:45,T+6,Economy,Standard,4165.9,762.06,152.41,5080.37,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-26_AkasaAir_3,DEL-BOM_2026-08-26_Akasa Air_QP-590,2026-09-19T10:34:17.924478Z,2026-08-26,DEL-BOM,Akasa Air,QP-590,18:30,20:45,T+6,Economy,Standard,4391.72,803.36,160.67,5355.76,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-27_IndiGo_0,DEL-BOM_2026-08-27_IndiGo_6E-348,2026-09-19T10:34:25.002828Z,2026-08-27,DEL-BOM,IndiGo,6E-348,06:30,08:45,T+7,Economy,Standard,3999.15,731.55,146.31,4877.01,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-27_AirIndia_1,DEL-BOM_2026-08-27_Air India_AI-837,2026-09-19T10:34:25.002828Z,2026-08-27,DEL-BOM,Air India,AI-837,10:30,12:45,T+7,Economy,Standard,3983.73,728.73,145.75,4858.21,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-27_AirIndiaExpress_2,DEL-BOM_2026-08-27_Air India Express_IX-139,2026-09-19T10:34:25.002828Z,2026-08-27,DEL-BOM,Air India Express,IX-139,14:30,16:45,T+7,Economy,Standard,4270.6,781.21,156.24,5208.05,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-27_AkasaAir_3,DEL-BOM_2026-08-27_Akasa Air_QP-213,2026-09-19T10:34:25.002828Z,2026-08-27,DEL-BOM,Akasa Air,QP-213,18:30,20:45,T+7,Economy,Standard,4443.98,812.92,162.58,5419.49,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-28_IndiGo_0,DEL-BOM_2026-08-28_IndiGo_6E-878,2026-09-19T10:34:30.663937Z,2026-08-28,DEL-BOM,IndiGo,6E-878,06:30,08:45,T+8,Economy,Standard,4018.91,735.17,147.03,4901.11,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-28_AirIndia_1,DEL-BOM_2026-08-28_Air India_AI-967,2026-09-19T10:34:30.663937Z,2026-08-28,DEL-BOM,Air India,AI-967,10:30,12:45,T+8,Economy,Standard,4072.6,744.99,149.0,4966.59,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-28_AirIndiaExpress_2,DEL-BOM_2026-08-28_Air India Express_IX-212,2026-09-19T10:34:30.663937Z,2026-08-28,DEL-BOM,Air India Express,IX-212,14:30,16:45,T+8,Economy,Standard,4273.03,781.65,156.33,5211.01,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-28_AkasaAir_3,DEL-BOM_2026-08-28_Akasa Air_QP-245,2026-09-19T10:34:30.663937Z,2026-08-28,DEL-BOM,Akasa Air,QP-245,18:30,20:45,T+8,Economy,Standard,4391.76,803.37,160.67,5355.81,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-29_IndiGo_0,DEL-BOM_2026-08-29_IndiGo_6E-535,2026-09-19T10:34:35.081208Z,2026-08-29,DEL-BOM,IndiGo,6E-535,06:30,08:45,T+9,Economy,Standard,3917.86,716.68,143.34,4777.88,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-29_AirIndia_1,DEL-BOM_2026-08-29_Air India_AI-804,2026-09-19T10:34:35.081208Z,2026-08-29,DEL-BOM,Air India,AI-804,10:30,12:45,T+9,Economy,Standard,4026.68,736.59,147.32,4910.59,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-29_AirIndiaExpress_2,DEL-BOM_2026-08-29_Air India Express_IX-895,2026-09-19T10:34:35.081208Z,2026-08-29,DEL-BOM,Air India Express,IX-895,14:30,16:45,T+9,Economy,Standard,4321.28,790.48,158.1,5269.85,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-29_AkasaAir_3,DEL-BOM_2026-08-29_Akasa Air_QP-327,2026-09-19T10:34:35.081208Z,2026-08-29,DEL-BOM,Akasa Air,QP-327,18:30,20:45,T+9,Economy,Standard,4388.34,802.74,160.55,5351.63,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-30_IndiGo_0,DEL-BOM_2026-08-30_IndiGo_6E-393,2026-09-19T10:34:40.895396Z,2026-08-30,DEL-BOM,IndiGo,6E-393,06:30,08:45,T+10,Economy,Standard,3829.72,700.56,140.11,4670.39,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-30_AirIndia_1,DEL-BOM_2026-08-30_Air India_AI-420,2026-09-19T10:34:40.895396Z,2026-08-30,DEL-BOM,Air India,AI-420,10:30,12:45,T+10,Economy,Standard,4099.37,749.88,149.98,4999.23,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-30_AirIndiaExpress_2,DEL-BOM_2026-08-30_Air India Express_IX-411,2026-09-19T10:34:40.895396Z,2026-08-30,DEL-BOM,Air India Express,IX-411,14:30,16:45,T+10,Economy,Standard,4276.84,782.35,156.47,5215.66,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-30_AkasaAir_3,DEL-BOM_2026-08-30_Akasa Air_QP-431,2026-09-19T10:34:40.895396Z,2026-08-30,DEL-BOM,Akasa Air,QP-431,18:30,20:45,T+10,Economy,Standard,4365.54,798.57,159.71,5323.83,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-31_IndiGo_0,DEL-BOM_2026-08-31_IndiGo_6E-816,2026-09-19T10:34:46.257796Z,2026-08-31,DEL-BOM,IndiGo,6E-816,06:30,08:45,T+11,Economy,Standard,3871.05,708.12,141.62,4720.79,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-31_AirIndia_1,DEL-BOM_2026-08-31_Air India_AI-671,2026-09-19T10:34:46.257796Z,2026-08-31,DEL-BOM,Air India,AI-671,10:30,12:45,T+11,Economy,Standard,4039.76,738.98,147.8,4926.54,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-31_AirIndiaExpress_2,DEL-BOM_2026-08-31_Air India Express_IX-646,2026-09-19T10:34:46.257796Z,2026-08-31,DEL-BOM,Air India Express,IX-646,14:30,16:45,T+11,Economy,Standard,4094.26,748.95,149.79,4993.0,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-08-31_AkasaAir_3,DEL-BOM_2026-08-31_Akasa Air_QP-736,2026-09-19T10:34:46.257796Z,2026-08-31,DEL-BOM,Akasa Air,QP-736,18:30,20:45,T+11,Economy,Standard,4239.5,775.52,155.1,5170.12,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-01_IndiGo_0,DEL-BOM_2026-09-01_IndiGo_6E-913,2026-09-19T10:34:54.084184Z,2026-09-01,DEL-BOM,IndiGo,6E-913,06:30,08:45,T+12,Economy,Standard,3710.54,678.76,135.75,4525.05,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-01_AirIndia_1,DEL-BOM_2026-09-01_Air India_AI-789,2026-09-19T10:34:54.084184Z,2026-09-01,DEL-BOM,Air India,AI-789,10:30,12:45,T+12,Economy,Standard,3786.48,692.65,138.53,4617.66,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-01_AirIndiaExpress_2,DEL-BOM_2026-09-01_Air India Express_IX-166,2026-09-19T10:34:54.084184Z,2026-09-01,DEL-BOM,Air India Express,IX-166,14:30,16:45,T+12,Economy,Standard,4091.56,748.46,149.69,4989.71,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-01_AkasaAir_3,DEL-BOM_2026-09-01_Akasa Air_QP-810,2026-09-19T10:34:54.084184Z,2026-09-01,DEL-BOM,Akasa Air,QP-810,18:30,20:45,T+12,Economy,Standard,4215.24,771.08,154.22,5140.54,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-02_IndiGo_0,DEL-BOM_2026-09-02_IndiGo_6E-606,2026-09-19T10:34:59.057697Z,2026-09-02,DEL-BOM,IndiGo,6E-606,06:30,08:45,T+13,Economy,Standard,3520.1,643.92,128.78,4292.8,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-02_AirIndia_1,DEL-BOM_2026-09-02_Air India_AI-113,2026-09-19T10:34:59.057697Z,2026-09-02,DEL-BOM,Air India,AI-113,10:30,12:45,T+13,Economy,Standard,3871.33,708.17,141.63,4721.13,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-02_AirIndiaExpress_2,DEL-BOM_2026-09-02_Air India Express_IX-615,2026-09-19T10:34:59.057697Z,2026-09-02,DEL-BOM,Air India Express,IX-615,14:30,16:45,T+13,Economy,Standard,4014.65,734.39,146.88,4895.91,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-02_AkasaAir_3,DEL-BOM_2026-09-02_Akasa Air_QP-563,2026-09-19T10:34:59.057697Z,2026-09-02,DEL-BOM,Akasa Air,QP-563,18:30,20:45,T+13,Economy,Standard,4096.64,749.38,149.88,4995.9,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-03_IndiGo_0,DEL-BOM_2026-09-03_IndiGo_6E-394,2026-09-19T10:35:03.412906Z,2026-09-03,DEL-BOM,IndiGo,6E-394,06:30,08:45,T+14,Economy,Standard,3529.09,645.57,129.11,4303.77,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-03_AirIndia_1,DEL-BOM_2026-09-03_Air India_AI-541,2026-09-19T10:35:03.412906Z,2026-09-03,DEL-BOM,Air India,AI-541,10:30,12:45,T+14,Economy,Standard,3760.1,687.82,137.56,4585.49,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-03_AirIndiaExpress_2,DEL-BOM_2026-09-03_Air India Express_IX-396,2026-09-19T10:35:03.412906Z,2026-09-03,DEL-BOM,Air India Express,IX-396,14:30,16:45,T+14,Economy,Standard,3895.54,712.6,142.52,4750.66,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-03_AkasaAir_3,DEL-BOM_2026-09-03_Akasa Air_QP-334,2026-09-19T10:35:03.412906Z,2026-09-03,DEL-BOM,Akasa Air,QP-334,18:30,20:45,T+14,Economy,Standard,4152.39,759.58,151.92,5063.89,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-04_IndiGo_0,DEL-BOM_2026-09-04_IndiGo_6E-899,2026-09-19T10:35:10.464973Z,2026-09-04,DEL-BOM,IndiGo,6E-899,06:30,08:45,T+15,Economy,Standard,3331.98,609.51,121.9,4063.39,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-04_AirIndia_1,DEL-BOM_2026-09-04_Air India_AI-111,2026-09-19T10:35:10.464973Z,2026-09-04,DEL-BOM,Air India,AI-111,10:30,12:45,T+15,Economy,Standard,3490.39,638.49,127.7,4256.57,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-04_AirIndiaExpress_2,DEL-BOM_2026-09-04_Air India Express_IX-523,2026-09-19T10:35:10.464973Z,2026-09-04,DEL-BOM,Air India Express,IX-523,14:30,16:45,T+15,Economy,Standard,3848.14,703.93,140.79,4692.85,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-04_AkasaAir_3,DEL-BOM_2026-09-04_Akasa Air_QP-850,2026-09-19T10:35:10.464973Z,2026-09-04,DEL-BOM,Akasa Air,QP-850,18:30,20:45,T+15,Economy,Standard,4004.59,732.55,146.51,4883.65,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-05_IndiGo_0,DEL-BOM_2026-09-05_IndiGo_6E-373,2026-09-19T10:35:18.694098Z,2026-09-05,DEL-BOM,IndiGo,6E-373,06:30,08:45,T+16,Economy,Standard,3290.3,601.88,120.38,4012.56,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-05_AirIndia_1,DEL-BOM_2026-09-05_Air India_AI-902,2026-09-19T10:35:18.694098Z,2026-09-05,DEL-BOM,Air India,AI-902,10:30,12:45,T+16,Economy,Standard,3384.57,619.13,123.83,4127.53,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-05_AirIndiaExpress_2,DEL-BOM_2026-09-05_Air India Express_IX-937,2026-09-19T10:35:18.694098Z,2026-09-05,DEL-BOM,Air India Express,IX-937,14:30,16:45,T+16,Economy,Standard,3603.33,659.15,131.83,4394.31,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-05_AkasaAir_3,DEL-BOM_2026-09-05_Akasa Air_QP-346,2026-09-19T10:35:18.694098Z,2026-09-05,DEL-BOM,Akasa Air,QP-346,18:30,20:45,T+16,Economy,Standard,3910.62,715.36,143.07,4769.05,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-06_IndiGo_0,DEL-BOM_2026-09-06_IndiGo_6E-185,2026-09-19T10:35:26.174052Z,2026-09-06,DEL-BOM,IndiGo,6E-185,06:30,08:45,T+17,Economy,Standard,3338.01,610.61,122.12,4070.75,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-06_AirIndia_1,DEL-BOM_2026-09-06_Air India_AI-636,2026-09-19T10:35:26.174052Z,2026-09-06,DEL-BOM,Air India,AI-636,10:30,12:45,T+17,Economy,Standard,3506.42,641.42,128.28,4276.12,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-06_AirIndiaExpress_2,DEL-BOM_2026-09-06_Air India Express_IX-807,2026-09-19T10:35:26.174052Z,2026-09-06,DEL-BOM,Air India Express,IX-807,14:30,16:45,T+17,Economy,Standard,3658.33,669.21,133.84,4461.38,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-06_AkasaAir_3,DEL-BOM_2026-09-06_Akasa Air_QP-619,2026-09-19T10:35:26.174052Z,2026-09-06,DEL-BOM,Akasa Air,QP-619,18:30,20:45,T+17,Economy,Standard,3873.76,708.62,141.72,4724.1,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-07_IndiGo_0,DEL-BOM_2026-09-07_IndiGo_6E-829,2026-09-19T10:35:30.654140Z,2026-09-07,DEL-BOM,IndiGo,6E-829,06:30,08:45,T+18,Economy,Standard,3149.5,576.13,115.23,3840.85,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-07_AirIndia_1,DEL-BOM_2026-09-07_Air India_AI-518,2026-09-19T10:35:30.654140Z,2026-09-07,DEL-BOM,Air India,AI-518,10:30,12:45,T+18,Economy,Standard,3417.53,625.16,125.03,4167.72,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-07_AirIndiaExpress_2,DEL-BOM_2026-09-07_Air India Express_IX-669,2026-09-19T10:35:30.654140Z,2026-09-07,DEL-BOM,Air India Express,IX-669,14:30,16:45,T+18,Economy,Standard,3587.64,656.28,131.26,4375.17,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-07_AkasaAir_3,DEL-BOM_2026-09-07_Akasa Air_QP-111,2026-09-19T10:35:30.654140Z,2026-09-07,DEL-BOM,Akasa Air,QP-111,18:30,20:45,T+18,Economy,Standard,3828.49,700.33,140.07,4668.89,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-08_IndiGo_0,DEL-BOM_2026-09-08_IndiGo_6E-877,2026-09-19T10:35:36.173510Z,2026-09-08,DEL-BOM,IndiGo,6E-877,06:30,08:45,T+19,Economy,Standard,3144.12,575.14,115.03,3834.29,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-08_AirIndia_1,DEL-BOM_2026-09-08_Air India_AI-158,2026-09-19T10:35:36.173510Z,2026-09-08,DEL-BOM,Air India,AI-158,10:30,12:45,T+19,Economy,Standard,3303.92,604.38,120.88,4029.17,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-08_AirIndiaExpress_2,DEL-BOM_2026-09-08_Air India Express_IX-464,2026-09-19T10:35:36.173510Z,2026-09-08,DEL-BOM,Air India Express,IX-464,14:30,16:45,T+19,Economy,Standard,3538.78,647.34,129.47,4315.58,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-08_AkasaAir_3,DEL-BOM_2026-09-08_Akasa Air_QP-334,2026-09-19T10:35:36.173510Z,2026-09-08,DEL-BOM,Akasa Air,QP-334,18:30,20:45,T+19,Economy,Standard,3728.51,682.04,136.41,4546.96,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-09_IndiGo_0,DEL-BOM_2026-09-09_IndiGo_6E-919,2026-09-19T10:35:43.365153Z,2026-09-09,DEL-BOM,IndiGo,6E-919,06:30,08:45,T+20,Economy,Standard,3271.22,598.39,119.68,3989.29,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-09_AirIndia_1,DEL-BOM_2026-09-09_Air India_AI-539,2026-09-19T10:35:43.366225Z,2026-09-09,DEL-BOM,Air India,AI-539,10:30,12:45,T+20,Economy,Standard,3360.88,614.79,122.96,4098.63,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-09_AirIndiaExpress_2,DEL-BOM_2026-09-09_Air India Express_IX-192,2026-09-19T10:35:43.366225Z,2026-09-09,DEL-BOM,Air India Express,IX-192,14:30,16:45,T+20,Economy,Standard,3664.62,670.36,134.07,4469.05,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-09_AkasaAir_3,DEL-BOM_2026-09-09_Akasa Air_QP-510,2026-09-19T10:35:43.366225Z,2026-09-09,DEL-BOM,Akasa Air,QP-510,18:30,20:45,T+20,Economy,Standard,3649.25,667.55,133.51,4450.31,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
sel_obs_DEL_BOM_2026-09-10_IndiGo_0,DEL-BOM_2026-09-10_IndiGo_6E-674,2026-09-19T10:35:47.732939Z,2026-09-10,DEL-BOM,IndiGo,6E-674,06:30,08:45,T+21,Economy,Standard,3186.29,582.86,116.57,3885.72,INR,Selenium Scraper Pipeline,AVAILABLE,False,98,True
